"","ID","bacterial_genus","replicate","minute","trait_name","trait_value"
"1523","Positive CTRL","IsoMix",3,1258,"Absorbance (600nm)",0.225
"1524","Positive CTRL","IsoMix",3,1507,"Absorbance (600nm)",0.23
"1525","Positive CTRL","IsoMix",3,1827,"Absorbance (600nm)",0.235
"1526","Positive CTRL","IsoMix",3,2120,"Absorbance (600nm)",0.234
"1527","Positive CTRL","IsoMix",3,2449,"Absorbance (600nm)",0.267
"1528","Positive CTRL","IsoMix",3,2722,"Absorbance (600nm)",0.262
"1529","Positive CTRL","IsoMix",3,3034,"Absorbance (600nm)",0.258
"1530","Positive CTRL","IsoMix",4,52,"Absorbance (600nm)",0.092
"1531","Positive CTRL","IsoMix",4,333,"Absorbance (600nm)",0.098
"1532","Positive CTRL","IsoMix",4,622,"Absorbance (600nm)",0.157
"1533","Positive CTRL","IsoMix",4,921,"Absorbance (600nm)",0.207
"1534","Positive CTRL","IsoMix",4,1258,"Absorbance (600nm)",0.221
"1535","Positive CTRL","IsoMix",4,1507,"Absorbance (600nm)",0.223
"1536","Positive CTRL","IsoMix",4,1827,"Absorbance (600nm)",0.238
"1537","Positive CTRL","IsoMix",4,2120,"Absorbance (600nm)",0.236
"1538","Positive CTRL","IsoMix",4,2449,"Absorbance (600nm)",0.243
"1539","Positive CTRL","IsoMix",4,2722,"Absorbance (600nm)",0.25
"1540","Positive CTRL","IsoMix",4,3034,"Absorbance (600nm)",0.248
"1541","Positive CTRL","IsoMix",1,22,"ATP (nmol/cell)",3.83015455542219
"1542","Positive CTRL","IsoMix",1,304,"ATP (nmol/cell)",1.13713352856339
"1543","Positive CTRL","IsoMix",1,594,"ATP (nmol/cell)",0.541602277181903
"1546","Positive CTRL","IsoMix",1,1479,"ATP (nmol/cell)",6.0948135908025
"1547","Positive CTRL","IsoMix",1,1794,"ATP (nmol/cell)",9.83715371071595
"1548","Positive CTRL","IsoMix",1,2092,"ATP (nmol/cell)",6.44311811738368
"1549","Positive CTRL","IsoMix",1,2421,"ATP (nmol/cell)",6.1951860526275
"1550","Positive CTRL","IsoMix",1,2694,"ATP (nmol/cell)",1.32937214747064
"1552","Positive CTRL","IsoMix",2,22,"ATP (nmol/cell)",1.79983157216676
"1554","Positive CTRL","IsoMix",2,594,"ATP (nmol/cell)",0.562725946073925
"1555","Positive CTRL","IsoMix",2,894,"ATP (nmol/cell)",150.211631484422
"1556","Positive CTRL","IsoMix",2,1231,"ATP (nmol/cell)",16.4246809019119
"1557","Positive CTRL","IsoMix",2,1479,"ATP (nmol/cell)",7.53684064423696
"1558","Positive CTRL","IsoMix",2,1794,"ATP (nmol/cell)",7.08946347937711
"1559","Positive CTRL","IsoMix",2,2092,"ATP (nmol/cell)",13.2709343438566
"1560","Positive CTRL","IsoMix",2,2421,"ATP (nmol/cell)",5.17242960725397
"1561","Positive CTRL","IsoMix",2,2694,"ATP (nmol/cell)",0.893137214254422
"1563","Positive CTRL","IsoMix",3,22,"ATP (nmol/cell)",0.621906271184793
"1564","Positive CTRL","IsoMix",3,304,"ATP (nmol/cell)",3.14639468084766
"1565","Positive CTRL","IsoMix",3,594,"ATP (nmol/cell)",0.562692176064678
"1566","Positive CTRL","IsoMix",3,894,"ATP (nmol/cell)",175.144568453496
"1567","Positive CTRL","IsoMix",3,1231,"ATP (nmol/cell)",23.1285007387131
"1568","Positive CTRL","IsoMix",3,1479,"ATP (nmol/cell)",8.77773493307414
"1569","Positive CTRL","IsoMix",3,1794,"ATP (nmol/cell)",3.91964793655576
"1570","Positive CTRL","IsoMix",3,2092,"ATP (nmol/cell)",6.41849908785332
"1571","Positive CTRL","IsoMix",3,2421,"ATP (nmol/cell)",21.1052268285873
"1572","Positive CTRL","IsoMix",3,2694,"ATP (nmol/cell)",0.831573899608659
"1573","Positive CTRL","IsoMix",3,3012,"ATP (nmol/cell)",0.473902991625077
"1574","Positive CTRL","IsoMix",4,22,"ATP (nmol/cell)",2.27426705712679
"1575","Positive CTRL","IsoMix",4,304,"ATP (nmol/cell)",0.929020201295415
"1576","Positive CTRL","IsoMix",4,594,"ATP (nmol/cell)",0.666795684629712
"1577","Positive CTRL","IsoMix",4,894,"ATP (nmol/cell)",225.071267443183
"1578","Positive CTRL","IsoMix",4,1231,"ATP (nmol/cell)",38.5705764202305
"1579","Positive CTRL","IsoMix",4,1479,"ATP (nmol/cell)",9.81800442687747
"1580","Positive CTRL","IsoMix",4,1794,"ATP (nmol/cell)",8.76693991964148
"1581","Positive CTRL","IsoMix",4,2092,"ATP (nmol/cell)",10.2496143073183
"1582","Positive CTRL","IsoMix",4,2421,"ATP (nmol/cell)",0.893325071669318
"1583","Positive CTRL","IsoMix",4,2694,"ATP (nmol/cell)",0.723561029602292
"1584","Positive CTRL","IsoMix",4,3012,"ATP (nmol/cell)",0.633517305730173
"1585","Sch_WYC42_01","Rhizobium(2)",1,22,"Log (cells/mL)",5.30102999566398
"1587","Sch_WYC42_01","Rhizobium(2)",1,594,"Log (cells/mL)",5.30102999566398
"1588","Sch_WYC42_01","Rhizobium(2)",1,894,"Log (cells/mL)",5.77815125038364
"1589","Sch_WYC42_01","Rhizobium(2)",1,1231,"Log (cells/mL)",6.34242268082221
"1590","Sch_WYC42_01","Rhizobium(2)",1,1479,"Log (cells/mL)",6.7481880270062
"1591","Sch_WYC42_01","Rhizobium(2)",1,1794,"Log (cells/mL)",7.43136376415899
"1592","Sch_WYC42_01","Rhizobium(2)",1,2092,"Log (cells/mL)",7.15836249209525
"1593","Sch_WYC42_01","Rhizobium(2)",1,2421,"Log (cells/mL)",7.47712125471966
"1594","Sch_WYC42_01","Rhizobium(2)",1,2694,"Log (cells/mL)",7.80482067872116
"1595","Sch_WYC42_01","Rhizobium(2)",1,3012,"Log (cells/mL)",7.6170003411209
"1596","Sch_WYC42_01","Rhizobium(2)",2,22,"Log (cells/mL)",5.30102999566398
"1598","Sch_WYC42_01","Rhizobium(2)",2,594,"Log (cells/mL)",5.90308998699194
"1599","Sch_WYC42_01","Rhizobium(2)",2,894,"Log (cells/mL)",6.20411998265593
"1600","Sch_WYC42_01","Rhizobium(2)",2,1231,"Log (cells/mL)",6.20411998265593
"1601","Sch_WYC42_01","Rhizobium(2)",2,1479,"Log (cells/mL)",6.60205999132796
"1602","Sch_WYC42_01","Rhizobium(2)",2,1794,"Log (cells/mL)",7.12710479836481
"1603","Sch_WYC42_01","Rhizobium(2)",2,2092,"Log (cells/mL)",7.18184358794477
"1604","Sch_WYC42_01","Rhizobium(2)",2,2421,"Log (cells/mL)",7.26481782300954
"1605","Sch_WYC42_01","Rhizobium(2)",2,2694,"Log (cells/mL)",7.22010808804005
"1606","Sch_WYC42_01","Rhizobium(2)",2,3012,"Log (cells/mL)",7.33445375115093
"1607","Sch_WYC42_01","Rhizobium(2)",3,22,"Log (cells/mL)",5.90308998699194
"1608","Sch_WYC42_01","Rhizobium(2)",3,304,"Log (cells/mL)",5.30102999566398
"1611","Sch_WYC42_01","Rhizobium(2)",3,1231,"Log (cells/mL)",6.20411998265593
"1612","Sch_WYC42_01","Rhizobium(2)",3,1479,"Log (cells/mL)",6.57978359661681
"1613","Sch_WYC42_01","Rhizobium(2)",3,1794,"Log (cells/mL)",7.12057393120585
"1614","Sch_WYC42_01","Rhizobium(2)",3,2092,"Log (cells/mL)",7.01703333929878
"1615","Sch_WYC42_01","Rhizobium(2)",3,2421,"Log (cells/mL)",7.19865708695442
"1616","Sch_WYC42_01","Rhizobium(2)",3,2694,"Log (cells/mL)",7.63346845557959
"1617","Sch_WYC42_01","Rhizobium(2)",3,3012,"Log (cells/mL)",7.3096301674259
"1618","Sch_WYC42_01","Rhizobium(2)",4,22,"Log (cells/mL)",5.60205999132796
"1619","Sch_WYC42_01","Rhizobium(2)",4,304,"Log (cells/mL)",5.30102999566398
"1620","Sch_WYC42_01","Rhizobium(2)",4,594,"Log (cells/mL)",5.77815125038364
"1621","Sch_WYC42_01","Rhizobium(2)",4,894,"Log (cells/mL)",5.30102999566398
"1622","Sch_WYC42_01","Rhizobium(2)",4,1231,"Log (cells/mL)",6.14612803567824
"1623","Sch_WYC42_01","Rhizobium(2)",4,1479,"Log (cells/mL)",6.47712125471966
"1624","Sch_WYC42_01","Rhizobium(2)",4,1794,"Log (cells/mL)",7.70070371714502
"1625","Sch_WYC42_01","Rhizobium(2)",4,2092,"Log (cells/mL)",8.23451728351269
"1626","Sch_WYC42_01","Rhizobium(2)",4,2421,"Log (cells/mL)",7.81023251799508
"1627","Sch_WYC42_01","Rhizobium(2)",4,2694,"Log (cells/mL)",8.37621185028267
"1628","Sch_WYC42_01","Rhizobium(2)",4,3012,"Log (cells/mL)",8.23754373814288
"1629","Sch_WYC42_01","Rhizobium(2)",1,52,"Absorbance (600nm)",0.09
"1630","Sch_WYC42_01","Rhizobium(2)",1,333,"Absorbance (600nm)",0.092
"1631","Sch_WYC42_01","Rhizobium(2)",1,622,"Absorbance (600nm)",0.094
"1632","Sch_WYC42_01","Rhizobium(2)",1,921,"Absorbance (600nm)",0.096
"1633","Sch_WYC42_01","Rhizobium(2)",1,1258,"Absorbance (600nm)",0.113
"1634","Sch_WYC42_01","Rhizobium(2)",1,1507,"Absorbance (600nm)",0.146
"1635","Sch_WYC42_01","Rhizobium(2)",1,1827,"Absorbance (600nm)",0.212
"1636","Sch_WYC42_01","Rhizobium(2)",1,2120,"Absorbance (600nm)",0.249
"1637","Sch_WYC42_01","Rhizobium(2)",1,2449,"Absorbance (600nm)",0.282
"1638","Sch_WYC42_01","Rhizobium(2)",1,2722,"Absorbance (600nm)",0.298
"1639","Sch_WYC42_01","Rhizobium(2)",1,3034,"Absorbance (600nm)",0.32
"1640","Sch_WYC42_01","Rhizobium(2)",2,52,"Absorbance (600nm)",0.09
"1641","Sch_WYC42_01","Rhizobium(2)",2,333,"Absorbance (600nm)",0.092
"1642","Sch_WYC42_01","Rhizobium(2)",2,622,"Absorbance (600nm)",0.094
"1643","Sch_WYC42_01","Rhizobium(2)",2,921,"Absorbance (600nm)",0.095
"1644","Sch_WYC42_01","Rhizobium(2)",2,1258,"Absorbance (600nm)",0.124
"1645","Sch_WYC42_01","Rhizobium(2)",2,1507,"Absorbance (600nm)",0.152
"1646","Sch_WYC42_01","Rhizobium(2)",2,1827,"Absorbance (600nm)",0.23
"1647","Sch_WYC42_01","Rhizobium(2)",2,2120,"Absorbance (600nm)",0.254
"1648","Sch_WYC42_01","Rhizobium(2)",2,2449,"Absorbance (600nm)",0.285
"1649","Sch_WYC42_01","Rhizobium(2)",2,2722,"Absorbance (600nm)",0.315
"1650","Sch_WYC42_01","Rhizobium(2)",2,3034,"Absorbance (600nm)",0.319
"1651","Sch_WYC42_01","Rhizobium(2)",3,52,"Absorbance (600nm)",0.09
"1652","Sch_WYC42_01","Rhizobium(2)",3,333,"Absorbance (600nm)",0.092
"1653","Sch_WYC42_01","Rhizobium(2)",3,622,"Absorbance (600nm)",0.092
"1654","Sch_WYC42_01","Rhizobium(2)",3,921,"Absorbance (600nm)",0.096
"1655","Sch_WYC42_01","Rhizobium(2)",3,1258,"Absorbance (600nm)",0.135
"1656","Sch_WYC42_01","Rhizobium(2)",3,1507,"Absorbance (600nm)",0.163
"1657","Sch_WYC42_01","Rhizobium(2)",3,1827,"Absorbance (600nm)",0.236
"1658","Sch_WYC42_01","Rhizobium(2)",3,2120,"Absorbance (600nm)",0.259
"1659","Sch_WYC42_01","Rhizobium(2)",3,2449,"Absorbance (600nm)",0.277
"1660","Sch_WYC42_01","Rhizobium(2)",3,2722,"Absorbance (600nm)",0.303
"1661","Sch_WYC42_01","Rhizobium(2)",3,3034,"Absorbance (600nm)",0.322
"1662","Sch_WYC42_01","Rhizobium(2)",4,52,"Absorbance (600nm)",0.099
"1663","Sch_WYC42_01","Rhizobium(2)",4,333,"Absorbance (600nm)",0.091
"1664","Sch_WYC42_01","Rhizobium(2)",4,622,"Absorbance (600nm)",0.094
"1665","Sch_WYC42_01","Rhizobium(2)",4,921,"Absorbance (600nm)",0.097
"1666","Sch_WYC42_01","Rhizobium(2)",4,1258,"Absorbance (600nm)",0.132
"1667","Sch_WYC42_01","Rhizobium(2)",4,1507,"Absorbance (600nm)",0.158
"1668","Sch_WYC42_01","Rhizobium(2)",4,1827,"Absorbance (600nm)",0.24
"1669","Sch_WYC42_01","Rhizobium(2)",4,2120,"Absorbance (600nm)",0.255
"1670","Sch_WYC42_01","Rhizobium(2)",4,2449,"Absorbance (600nm)",0.271
"1671","Sch_WYC42_01","Rhizobium(2)",4,2722,"Absorbance (600nm)",0.318
"1672","Sch_WYC42_01","Rhizobium(2)",4,3034,"Absorbance (600nm)",0.315
"1673","Sch_WYC42_01","Rhizobium(2)",1,22,"ATP (nmol/cell)",2.70421008307554
"1675","Sch_WYC42_01","Rhizobium(2)",1,594,"ATP (nmol/cell)",1.0753222516462
"1676","Sch_WYC42_01","Rhizobium(2)",1,894,"ATP (nmol/cell)",0.688110297922405
"1677","Sch_WYC42_01","Rhizobium(2)",1,1231,"ATP (nmol/cell)",0.709093239954918
"1678","Sch_WYC42_01","Rhizobium(2)",1,1479,"ATP (nmol/cell)",0.79901530641508
"1679","Sch_WYC42_01","Rhizobium(2)",1,1794,"ATP (nmol/cell)",0.457349762924519
"1680","Sch_WYC42_01","Rhizobium(2)",1,2092,"ATP (nmol/cell)",0.395618470671701
"1681","Sch_WYC42_01","Rhizobium(2)",1,2421,"ATP (nmol/cell)",0.323314920123552
"1682","Sch_WYC42_01","Rhizobium(2)",1,2694,"ATP (nmol/cell)",0.15882623238764
"1683","Sch_WYC42_01","Rhizobium(2)",1,3012,"ATP (nmol/cell)",0.108079365118948
"1684","Sch_WYC42_01","Rhizobium(2)",2,22,"ATP (nmol/cell)",1.13713352856339
"1685","Sch_WYC42_01","Rhizobium(2)",2,304,"ATP (nmol/cell)",1.13713352856339
"1686","Sch_WYC42_01","Rhizobium(2)",2,594,"ATP (nmol/cell)",1.0753222516462
"1687","Sch_WYC42_01","Rhizobium(2)",2,894,"ATP (nmol/cell)",1.03216544688361
"1688","Sch_WYC42_01","Rhizobium(2)",2,1231,"ATP (nmol/cell)",0.849823133836123
"1689","Sch_WYC42_01","Rhizobium(2)",2,1479,"ATP (nmol/cell)",0.692073478197392
"1690","Sch_WYC42_01","Rhizobium(2)",2,1794,"ATP (nmol/cell)",0.723793830452243
"1691","Sch_WYC42_01","Rhizobium(2)",2,2092,"ATP (nmol/cell)",0.452913117435324
"1692","Sch_WYC42_01","Rhizobium(2)",2,2421,"ATP (nmol/cell)",0.402749721948927
"1693","Sch_WYC42_01","Rhizobium(2)",2,2694,"ATP (nmol/cell)",0.219941888686314
"1694","Sch_WYC42_01","Rhizobium(2)",2,3012,"ATP (nmol/cell)",0.230643593604353
"1695","Sch_WYC42_01","Rhizobium(2)",3,22,"ATP (nmol/cell)",2.92385063799069
"1697","Sch_WYC42_01","Rhizobium(2)",3,594,"ATP (nmol/cell)",1.0753222516462
"1698","Sch_WYC42_01","Rhizobium(2)",3,894,"ATP (nmol/cell)",1.24381254236959
"1699","Sch_WYC42_01","Rhizobium(2)",3,1231,"ATP (nmol/cell)",0.613227776020294
"1700","Sch_WYC42_01","Rhizobium(2)",3,1479,"ATP (nmol/cell)",1.31729617047822
"1701","Sch_WYC42_01","Rhizobium(2)",3,1794,"ATP (nmol/cell)",0.46117062787551
"1702","Sch_WYC42_01","Rhizobium(2)",3,2092,"ATP (nmol/cell)",0.438527769660147
"1703","Sch_WYC42_01","Rhizobium(2)",3,2421,"ATP (nmol/cell)",0.468263518368805
"1704","Sch_WYC42_01","Rhizobium(2)",3,2694,"ATP (nmol/cell)",0.28077561979554
"1705","Sch_WYC42_01","Rhizobium(2)",3,3012,"ATP (nmol/cell)",0.381699060352242
"1706","Sch_WYC42_01","Rhizobium(2)",4,22,"ATP (nmol/cell)",0.730962659497671
"1707","Sch_WYC42_01","Rhizobium(2)",4,304,"ATP (nmol/cell)",1.2638888676631
"1708","Sch_WYC42_01","Rhizobium(2)",4,594,"ATP (nmol/cell)",0.63194443383155
"1709","Sch_WYC42_01","Rhizobium(2)",4,894,"ATP (nmol/cell)",0.568566764281697
"1710","Sch_WYC42_01","Rhizobium(2)",4,1231,"ATP (nmol/cell)",0.27055867875742
"1711","Sch_WYC42_01","Rhizobium(2)",4,1479,"ATP (nmol/cell)",0.853012141888273
"1712","Sch_WYC42_01","Rhizobium(2)",4,1794,"ATP (nmol/cell)",0.890421334440136
"1713","Sch_WYC42_01","Rhizobium(2)",4,2092,"ATP (nmol/cell)",0.461381687359977
"1714","Sch_WYC42_01","Rhizobium(2)",4,2421,"ATP (nmol/cell)",0.795918027961233
"1715","Sch_WYC42_01","Rhizobium(2)",4,2694,"ATP (nmol/cell)",0.36449156013499
"1716","Sch_WYC42_01","Rhizobium(2)",4,3012,"ATP (nmol/cell)",0.458693074180911
"1718","Sch_WYM25_02","Roseomonas",1,304,"Log (cells/mL)",5.30102999566398
"1719","Sch_WYM25_02","Roseomonas",1,594,"Log (cells/mL)",7.49692964807322
"1720","Sch_WYM25_02","Roseomonas",1,894,"Log (cells/mL)",6.07918124604763
"1721","Sch_WYM25_02","Roseomonas",1,1231,"Log (cells/mL)",6.66275783168157
"1722","Sch_WYM25_02","Roseomonas",1,1479,"Log (cells/mL)",6.69897000433602
"1723","Sch_WYM25_02","Roseomonas",1,1794,"Log (cells/mL)",7.81954393554187
"1724","Sch_WYM25_02","Roseomonas",1,2092,"Log (cells/mL)",7.44090908206522
"1725","Sch_WYM25_02","Roseomonas",1,2421,"Log (cells/mL)",7.69897000433602
"1726","Sch_WYM25_02","Roseomonas",1,2694,"Log (cells/mL)",8.11925588927794
"1727","Sch_WYM25_02","Roseomonas",1,3012,"Log (cells/mL)",8.65436909097529
"1729","Sch_WYM25_02","Roseomonas",2,304,"Log (cells/mL)",5.60205999132796
"1730","Sch_WYM25_02","Roseomonas",2,594,"Log (cells/mL)",7.65127801399814
"1731","Sch_WYM25_02","Roseomonas",2,894,"Log (cells/mL)",5.30102999566398
"1732","Sch_WYM25_02","Roseomonas",2,1231,"Log (cells/mL)",6.44715803134222
"1733","Sch_WYM25_02","Roseomonas",2,1479,"Log (cells/mL)",6.30102999566398
"1734","Sch_WYM25_02","Roseomonas",2,1794,"Log (cells/mL)",7.80753502806885
"1735","Sch_WYM25_02","Roseomonas",2,2092,"Log (cells/mL)",7.56110138364906
"1736","Sch_WYM25_02","Roseomonas",2,2421,"Log (cells/mL)",7.44090908206522
"1737","Sch_WYM25_02","Roseomonas",2,2694,"Log (cells/mL)",8.27783833300205
"1738","Sch_WYM25_02","Roseomonas",2,3012,"Log (cells/mL)",9.1960655931163
"1739","Sch_WYM25_02","Roseomonas",3,22,"Log (cells/mL)",5.30102999566398
"1741","Sch_WYM25_02","Roseomonas",3,594,"Log (cells/mL)",6
"1742","Sch_WYM25_02","Roseomonas",3,894,"Log (cells/mL)",6.77815125038364
"1743","Sch_WYM25_02","Roseomonas",3,1231,"Log (cells/mL)",8.03181227133037
"1744","Sch_WYM25_02","Roseomonas",3,1479,"Log (cells/mL)",8.12839926871781
"1745","Sch_WYM25_02","Roseomonas",3,1794,"Log (cells/mL)",8.56655533088306
"1746","Sch_WYM25_02","Roseomonas",3,2092,"Log (cells/mL)",8.5327543789925
"1747","Sch_WYM25_02","Roseomonas",3,2421,"Log (cells/mL)",8.07773117965239
"1748","Sch_WYM25_02","Roseomonas",3,2694,"Log (cells/mL)",8.0927206446841
"1749","Sch_WYM25_02","Roseomonas",3,3012,"Log (cells/mL)",8.02530586526477
"1750","Sch_WYM25_02","Roseomonas",4,22,"Log (cells/mL)",5.30102999566398
"1752","Sch_WYM25_02","Roseomonas",4,594,"Log (cells/mL)",6.34242268082221
"1753","Sch_WYM25_02","Roseomonas",4,894,"Log (cells/mL)",6.53147891704226
"1754","Sch_WYM25_02","Roseomonas",4,1231,"Log (cells/mL)",7.26481782300954
"1755","Sch_WYM25_02","Roseomonas",4,1479,"Log (cells/mL)",7.81157500587059
"1756","Sch_WYM25_02","Roseomonas",4,1794,"Log (cells/mL)",8.82542611776782
"1757","Sch_WYM25_02","Roseomonas",4,2092,"Log (cells/mL)",8.10174707394637
"1758","Sch_WYM25_02","Roseomonas",4,2421,"Log (cells/mL)",8.36623612371829
"1759","Sch_WYM25_02","Roseomonas",4,2694,"Log (cells/mL)",7.95133751879592
"1760","Sch_WYM25_02","Roseomonas",4,3012,"Log (cells/mL)",8.10311925354571
"1761","Sch_WYM25_02","Roseomonas",1,52,"Absorbance (600nm)",0.101
"1762","Sch_WYM25_02","Roseomonas",1,333,"Absorbance (600nm)",0.096
"1763","Sch_WYM25_02","Roseomonas",1,622,"Absorbance (600nm)",0.091
"1764","Sch_WYM25_02","Roseomonas",1,921,"Absorbance (600nm)",0.099
"1765","Sch_WYM25_02","Roseomonas",1,1258,"Absorbance (600nm)",0.129
"1766","Sch_WYM25_02","Roseomonas",1,1507,"Absorbance (600nm)",0.155
"1767","Sch_WYM25_02","Roseomonas",1,1827,"Absorbance (600nm)",0.229
"1768","Sch_WYM25_02","Roseomonas",1,2120,"Absorbance (600nm)",0.256
"1769","Sch_WYM25_02","Roseomonas",1,2449,"Absorbance (600nm)",0.276
"1770","Sch_WYM25_02","Roseomonas",1,2722,"Absorbance (600nm)",0.31
"1771","Sch_WYM25_02","Roseomonas",1,3034,"Absorbance (600nm)",0.32
"1772","Sch_WYM25_02","Roseomonas",2,52,"Absorbance (600nm)",0.103
"1773","Sch_WYM25_02","Roseomonas",2,333,"Absorbance (600nm)",0.097
"1774","Sch_WYM25_02","Roseomonas",2,622,"Absorbance (600nm)",0.092
"1775","Sch_WYM25_02","Roseomonas",2,921,"Absorbance (600nm)",0.097
"1776","Sch_WYM25_02","Roseomonas",2,1258,"Absorbance (600nm)",0.117
"1777","Sch_WYM25_02","Roseomonas",2,1507,"Absorbance (600nm)",0.148
"1778","Sch_WYM25_02","Roseomonas",2,1827,"Absorbance (600nm)",0.215
"1779","Sch_WYM25_02","Roseomonas",2,2120,"Absorbance (600nm)",0.245
"1780","Sch_WYM25_02","Roseomonas",2,2449,"Absorbance (600nm)",0.273
"1781","Sch_WYM25_02","Roseomonas",2,2722,"Absorbance (600nm)",0.306
"1782","Sch_WYM25_02","Roseomonas",2,3034,"Absorbance (600nm)",0.311
"1783","Sch_WYM25_02","Roseomonas",3,52,"Absorbance (600nm)",0.103
"1784","Sch_WYM25_02","Roseomonas",3,333,"Absorbance (600nm)",0.096
"1785","Sch_WYM25_02","Roseomonas",3,622,"Absorbance (600nm)",0.091
"1786","Sch_WYM25_02","Roseomonas",3,921,"Absorbance (600nm)",0.099
"1787","Sch_WYM25_02","Roseomonas",3,1258,"Absorbance (600nm)",0.132
"1788","Sch_WYM25_02","Roseomonas",3,1507,"Absorbance (600nm)",0.156
"1789","Sch_WYM25_02","Roseomonas",3,1827,"Absorbance (600nm)",0.234
"1790","Sch_WYM25_02","Roseomonas",3,2120,"Absorbance (600nm)",0.254
"1791","Sch_WYM25_02","Roseomonas",3,2449,"Absorbance (600nm)",0.274
"1792","Sch_WYM25_02","Roseomonas",3,2722,"Absorbance (600nm)",0.31
"1793","Sch_WYM25_02","Roseomonas",3,3034,"Absorbance (600nm)",0.318
"1794","Sch_WYM25_02","Roseomonas",4,52,"Absorbance (600nm)",0.097
"1795","Sch_WYM25_02","Roseomonas",4,333,"Absorbance (600nm)",0.097
"1796","Sch_WYM25_02","Roseomonas",4,622,"Absorbance (600nm)",0.091
"1797","Sch_WYM25_02","Roseomonas",4,921,"Absorbance (600nm)",0.098
"1798","Sch_WYM25_02","Roseomonas",4,1258,"Absorbance (600nm)",0.134
"1799","Sch_WYM25_02","Roseomonas",4,1507,"Absorbance (600nm)",0.159
"1800","Sch_WYM25_02","Roseomonas",4,1827,"Absorbance (600nm)",0.241
"1801","Sch_WYM25_02","Roseomonas",4,2120,"Absorbance (600nm)",0.259
"1802","Sch_WYM25_02","Roseomonas",4,2449,"Absorbance (600nm)",0.273
"1803","Sch_WYM25_02","Roseomonas",4,2722,"Absorbance (600nm)",0.319
"1804","Sch_WYM25_02","Roseomonas",4,3034,"Absorbance (600nm)",0.311
"1805","Sch_WYM25_02","Roseomonas",1,22,"ATP (nmol/cell)",2.70421008307554
"1807","Sch_WYM25_02","Roseomonas",1,594,"ATP (nmol/cell)",0.413913901853239
"1808","Sch_WYM25_02","Roseomonas",1,894,"ATP (nmol/cell)",0.50788497370346
"1809","Sch_WYM25_02","Roseomonas",1,1231,"ATP (nmol/cell)",1.24296172626608
"1810","Sch_WYM25_02","Roseomonas",1,1479,"ATP (nmol/cell)",1.42422649441812
"1811","Sch_WYM25_02","Roseomonas",1,1794,"ATP (nmol/cell)",0.756202509427716
"1812","Sch_WYM25_02","Roseomonas",1,2092,"ATP (nmol/cell)",0.685791656116559
"1813","Sch_WYM25_02","Roseomonas",1,2421,"ATP (nmol/cell)",0.679280904983359
"1814","Sch_WYM25_02","Roseomonas",1,2694,"ATP (nmol/cell)",0.307921563979009
"1815","Sch_WYM25_02","Roseomonas",1,3012,"ATP (nmol/cell)",0.422520323502311
"1817","Sch_WYM25_02","Roseomonas",2,304,"ATP (nmol/cell)",0.8923454577004
"1818","Sch_WYM25_02","Roseomonas",2,594,"ATP (nmol/cell)",0.551885202470985
"1819","Sch_WYM25_02","Roseomonas",2,894,"ATP (nmol/cell)",0.827827803706477
"1820","Sch_WYM25_02","Roseomonas",2,1231,"ATP (nmol/cell)",2.21514725839392
"1821","Sch_WYM25_02","Roseomonas",2,1479,"ATP (nmol/cell)",0.484864755711049
"1822","Sch_WYM25_02","Roseomonas",2,1794,"ATP (nmol/cell)",0.632348514095151
"1823","Sch_WYM25_02","Roseomonas",2,2092,"ATP (nmol/cell)",0.543518656989514
"1824","Sch_WYM25_02","Roseomonas",2,2421,"ATP (nmol/cell)",3.30320841909997
"1825","Sch_WYM25_02","Roseomonas",2,2694,"ATP (nmol/cell)",0.182948234306101
"1826","Sch_WYM25_02","Roseomonas",2,3012,"ATP (nmol/cell)",0.55787361661503
"1827","Sch_WYM25_02","Roseomonas",3,22,"ATP (nmol/cell)",1.24381254236959
"1828","Sch_WYM25_02","Roseomonas",3,304,"ATP (nmol/cell)",0.421296289221033
"1829","Sch_WYM25_02","Roseomonas",3,594,"ATP (nmol/cell)",0.4461727288502
"1830","Sch_WYM25_02","Roseomonas",3,894,"ATP (nmol/cell)",1.57319734042383
"1831","Sch_WYM25_02","Roseomonas",3,1231,"ATP (nmol/cell)",0.777079592475253
"1832","Sch_WYM25_02","Roseomonas",3,1479,"ATP (nmol/cell)",0.558034941893084
"1833","Sch_WYM25_02","Roseomonas",3,1794,"ATP (nmol/cell)",0.447618830146943
"1834","Sch_WYM25_02","Roseomonas",3,2092,"ATP (nmol/cell)",0.744082832325323
"1835","Sch_WYM25_02","Roseomonas",3,2421,"ATP (nmol/cell)",0.858267102484662
"1836","Sch_WYM25_02","Roseomonas",3,2694,"ATP (nmol/cell)",0.318849370799113
"1837","Sch_WYM25_02","Roseomonas",3,3012,"ATP (nmol/cell)",0.486489920371748
"1838","Sch_WYM25_02","Roseomonas",4,22,"ATP (nmol/cell)",1.24381254236959
"1839","Sch_WYM25_02","Roseomonas",4,304,"ATP (nmol/cell)",0.364370702079561
"1840","Sch_WYM25_02","Roseomonas",4,594,"ATP (nmol/cell)",0.728741404159122
"1841","Sch_WYM25_02","Roseomonas",4,894,"ATP (nmol/cell)",0.786598670211915
"1842","Sch_WYM25_02","Roseomonas",4,1231,"ATP (nmol/cell)",0.755120050480723
"1843","Sch_WYM25_02","Roseomonas",4,1479,"ATP (nmol/cell)",0.438466655993412
